Id,Label,betweenness_centrality,bridging_node,closeness_centrality,clustering_coefficient,degree_centrality,eigenvector_centrality,in_degree_centrality,out_degree_centrality,pagerank
30,zalupoi,0.0,1,0.0,0.6,0.00027081189405838704,2.2212608247403585e-05,0.00027081189405838704,0.0,1.6377404774326307e-05
31,king350023,0.0,0,0.0,0.0,5.416237881167741e-05,0.0,5.416237881167741e-05,0.0,1.5029246100519933e-05
32,dmitriym09,0.0,1,0.0,0.19047619047619047,0.00037913665168174185,3.5168659486471474e-05,0.00037913665168174185,0.0,3.1515196565268876e-05
33,mustafafatal,0.0,1,0.30357898487784235,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
34,loyd,0.0,1,0.3327880459994629,1.0,0.00021664951524670963,5.0636465627210624e-06,0.00010832475762335481,0.00010832475762335481,9.7516393154126e-06
35,cornopaez,0.0,1,0.0,0.7,0.00027081189405838704,2.56765851397052e-05,0.00027081189405838704,0.0,1.0190298207541982e-05
36,ffflorian,0.0,1,0.0,0.0,5.416237881167741e-05,7.049721049605628e-06,5.416237881167741e-05,0.0,8.388057445865125e-06
37,Prateek462003,1.952263066973736e-06,1,0.3504036197233791,0.4,0.00048746140930509667,4.1716389130034e-05,0.00016248713643503222,0.00032497427287006444,9.132617054091725e-06
38,hhsprings,0.0,1,0.0,1.0,0.00016248713643503222,9.19313491797836e-05,0.00016248713643503222,0.0,9.81025871436022e-06
39,elyran,0.0,1,0.0,1.0,0.00016248713643503222,1.529529853857459e-05,0.00016248713643503222,0.0,9.87714577844673e-06
40,derolf,1.587915157871794e-07,1,1.0,0.3333333333333333,0.00016248713643503222,2.057241401300622e-05,0.00010832475762335481,5.416237881167741e-05,8.770609734199092e-06
41,Jzarecta,0.0,1,0.0,1.0,0.00010832475762335481,2.0893850425096854e-05,0.00010832475762335481,0.0,8.923257405830001e-06
42,eyalroth,0.0,1,0.0,1.0,0.00021664951524670963,7.401244864244909e-05,0.00021664951524670963,0.0,1.1468160511646129e-05
43,agracia-foticos,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
44,ajays97,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
45,chuyaguo2014,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
46,andreubotella,8.023016812114053e-08,1,0.35260638985900916,0.7,0.00037913665168174185,0.00020298182790118538,0.00016248713643503222,0.00021664951524670963,1.0223162147461047e-05
47,Fryuni,0.0,1,0.0,1.0,0.00010832475762335481,1.5671819379238155e-05,0.00010832475762335481,0.0,9.633045153425382e-06
48,cyco130,0.0,1,0.0,0.0,0.00027081189405838704,1.1397468473116917e-06,0.00027081189405838704,0.0,3.1054409432205815e-05
49,didmehh,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
50,yemanett,0.0,1,0.3412789824227553,0.0,0.00010832475762335481,0.00015562711343028457,5.416237881167741e-05,5.416237881167741e-05,1.3193222351233216e-05
51,mpsommer,0.0,1,0.3846913719624058,1.0,0.00043329903049341926,6.29927820872871e-05,5.416237881167741e-05,0.00037913665168174185,8.999809157065576e-06
52,mullim,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
53,Flimm,0.0,1,0.38836334625028496,1.0,0.0007582733033634837,0.00023981223072078945,0.00043329903049341926,0.00032497427287006444,1.6024084010204142e-05
54,mkvlrn,0.0,1,0.0,0.3333333333333333,0.00016248713643503222,2.428000491177634e-05,0.00016248713643503222,0.0,1.2818453289058739e-05
55,a7madgamal,0.0,1,0.31900950241071013,0.0,0.00010832475762335481,1.2079324320314387e-06,5.416237881167741e-05,5.416237881167741e-05,8.496231685068877e-06
56,comods,0.0,1,0.37090453902253184,1.0,0.00043329903049341926,4.997163409592381e-05,0.00016248713643503222,0.00027081189405838704,9.73360263772594e-06
57,AdrianoRobson,7.112948887710916e-07,1,1.0,0.3333333333333333,0.00016248713643503222,2.1928741253360027e-05,0.00010832475762335481,5.416237881167741e-05,9.560760236525613e-06
58,Miguel736j,0.0,1,0.0,0.0,5.416237881167741e-05,1.0409593697670448e-06,5.416237881167741e-05,0.0,8.349490335608973e-06
59,DmitryAstafyev,0.0,1,0.0,0.0,5.416237881167741e-05,3.7016629639500585e-05,5.416237881167741e-05,0.0,8.83530645295561e-06
60,JacksonKearl,0.0,1,0.0,0.0,5.416237881167741e-05,2.2268364455674074e-06,5.416237881167741e-05,0.0,8.3556038997291e-06
61,tcf909,1.7306364152980427e-08,1,0.2118565033573738,0.6666666666666666,0.00016248713643503222,4.052858293579151e-05,0.00010832475762335481,5.416237881167741e-05,9.091580651339817e-06
62,nitsky,0.0,1,0.0,0.0,0.00010832475762335481,1.4099475118014332e-05,0.00010832475762335481,0.0,9.502827965181623e-06
63,BenukEl,0.0,1,0.0,0.0,5.416237881167741e-05,1.0452981730144417e-06,5.416237881167741e-05,0.0,8.515826516228673e-06
64,vortexilation,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
65,christyleung1987,0.0,1,0.386546042369757,1.0,0.00037913665168174185,6.288991204613316e-05,0.00016248713643503222,0.00021664951524670963,9.278566571340172e-06
66,mihailik,0.0,1,0.34626425831364477,0.0,0.00010832475762335481,4.959673401251467e-06,5.416237881167741e-05,5.416237881167741e-05,8.514817741312019e-06
67,neil-119,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
68,Drithyl,0.0,1,0.3254153934300993,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
69,murakami,0.0,1,0.3227800142079091,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
70,IdkGoodName,0.0,1,0.0,0.8,0.00027081189405838704,3.683855406974426e-05,0.00027081189405838704,0.0,1.0736356128800834e-05
71,zhangyy985,0.0,1,0.0,0.0,0.00010832475762335481,7.049721049605628e-06,0.00010832475762335481,0.0,1.52933867352932e-05
72,Phantomghost1,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
73,armoreal,0.0,1,0.0,0.47619047619047616,0.00037913665168174185,6.855347369094792e-05,0.00037913665168174185,0.0,2.6982179440683504e-05
74,jianliao,0.0,1,0.0,0.0,0.00016248713643503222,1.7257150075680253e-06,0.00016248713643503222,0.0,2.220729788667017e-05
75,ddimitrioglo,0.0,1,0.0,1.0,0.00010832475762335481,8.471626697542396e-06,0.00010832475762335481,0.0,8.771091939696226e-06
76,j-r-smith,0.0,1,0.0,1.0,0.00010832475762335481,2.8581966683984128e-05,0.00010832475762335481,0.0,8.843277371052164e-06
77,wzup,0.0,1,0.3292429585970337,1.0,0.00016248713643503222,1.2079324320314387e-06,5.416237881167741e-05,0.00010832475762335481,8.496231685068877e-06
78,cyrilchapon,0.0,1,0.0,0.7333333333333333,0.00032497427287006444,6.063465381847312e-05,0.00032497427287006444,0.0,1.0550850301319998e-05
79,KristianRykkje,0.0,1,0.35312710503134875,1.0,0.00016248713643503222,3.149639104364355e-05,5.416237881167741e-05,0.00010832475762335481,8.561862984078715e-06
80,v12,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
81,sysmat,0.0,1,0.0,0.5,0.00021664951524670963,5.3680075922986886e-05,0.00021664951524670963,0.0,1.6912763649303155e-05
82,Rstar1998,0.0,1,0.0,1.0,0.00010832475762335481,1.8139806108790003e-05,0.00010832475762335481,0.0,9.19529955658524e-06
83,BrettHoutz,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
84,Subnum12,0.0,1,0.0,0.0,5.416237881167741e-05,8.682509927728504e-06,5.416237881167741e-05,0.0,8.732913246944214e-06
85,jenishkatuwal11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
86,bajian,0.0,1,0.0,0.0,5.416237881167741e-05,2.6023658907393622e-09,5.416237881167741e-05,0.0,8.659460893770527e-06
87,hegerdes,0.0,1,0.0,0.0,5.416237881167741e-05,2.819888419842251e-05,5.416237881167741e-05,0.0,9.180479350184932e-06
88,LakshmiSwethaG,0.0,1,0.39815382817748957,1.0,0.0009749228186101933,0.00020068382257449845,0.00043329903049341926,0.0005416237881167741,1.6605721834008762e-05
89,Cellule,3.948687258257071e-08,1,0.32695260026866246,0.5,0.00021664951524670963,2.4754304705718974e-06,0.00016248713643503222,5.416237881167741e-05,9.67445454825531e-06
90,daltonna,0.0,1,0.30030843798193435,0.0,0.00021664951524670963,0.0,0.0,0.00021664951524670963,8.123916811091856e-06
91,zerdos,0.0,1,0.3412789824227553,0.0,0.00010832475762335481,1.5562711343028455e-05,5.416237881167741e-05,5.416237881167741e-05,8.630847365105992e-06
92,stsoib,0.0,1,0.0,0.0,0.00010832475762335481,2.3795744247470525e-05,0.00010832475762335481,0.0,1.5981317334531853e-05
93,p4rkjeno,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
94,kaloprominat,0.0,1,0.0,1.0,0.00016248713643503222,3.10658932142322e-05,0.00016248713643503222,0.0,9.794958247680862e-06
95,ginonott,0.0,1,0.37087426192484557,1.0,0.00048746140930509667,2.4264317614246773e-05,0.00016248713643503222,0.00032497427287006444,8.939662538586778e-06
96,blueiceprj,0.0,1,0.0,0.0,5.416237881167741e-05,7.049721049605628e-06,5.416237881167741e-05,0.0,8.388057445865125e-06
97,rstagi,4.946273473356231e-07,1,0.27979636244200845,0.4,0.00027081189405838704,3.221915675234339e-05,0.00016248713643503222,0.00010832475762335481,9.61818159212113e-06
98,ImanCol,0.0,1,0.259881404084123,0.0,0.00010832475762335481,4.856152751222039e-08,5.416237881167741e-05,5.416237881167741e-05,1.4119279136206863e-05
99,F1r3Hydr4nt,0.0,1,0.3483617032152533,0.0,0.00010832475762335481,2.7990607451211536e-05,5.416237881167741e-05,5.416237881167741e-05,8.74241672847582e-06
100,mdavis777,0.0,1,0.0,0.0,5.416237881167741e-05,4.959673401251467e-06,5.416237881167741e-05,0.0,8.514817741312019e-06
101,Chuck-EP,0.0,1,0.0,1.0,0.00021664951524670963,4.565852658786905e-05,0.00021664951524670963,0.0,1.0234143495110226e-05
102,vokrik,0.0,1,0.21818327330932372,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
103,Paul-Browne,0.0,1,0.0,0.0,5.416237881167741e-05,3.5198476364475634e-05,5.416237881167741e-05,0.0,8.867531425788798e-06
104,GRBurst,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
105,Alexis374,0.0,1,0.364633493846977,1.0,0.00032497427287006444,5.792441159131473e-05,0.00016248713643503222,0.00016248713643503222,9.484085934005623e-06
106,kohei-takata,0.0,1,0.4031709409293933,1.0,0.0008665980609868385,0.00013856772533227184,0.00043329903049341926,0.00043329903049341926,1.3071676794494783e-05
107,Alexander-Ludwig,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
108,kipio,0.0,0,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
109,mike-zorn,6.394340854616624e-05,1,0.3626832708017349,0.6,0.0005416237881167741,8.201836019864361e-06,0.00027081189405838704,0.00027081189405838704,1.8265579820770297e-05
110,PaulBlanche,0.0,1,0.3586653334035051,1.0,0.00032497427287006444,3.540883276061365e-05,0.00016248713643503222,0.00016248713643503222,9.219009879922195e-06
111,sounisi5011,0.0,1,0.273711267747053,0.0,0.00010832475762335481,2.2265810138216634e-08,5.416237881167741e-05,5.416237881167741e-05,8.534080422020431e-06
112,Jaracz42,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
113,AlexCannonball,2.5763012176485328e-06,1,0.34673111167641824,0.6,0.00037913665168174185,0.00010685736651530893,0.00010832475762335481,0.00027081189405838704,9.37279404318311e-06
114,paskakaska,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
115,BlackGlory,0.0,1,0.2857053028715154,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
116,csmart29,0.0,1,0.23561440201890999,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
117,felixge,0.0,1,0.3092682926829268,0.0,0.00016248713643503222,0.0,0.0,0.00016248713643503222,8.123916811091856e-06
118,NegiAkash890,4.581307826368422e-08,1,0.3543757474910301,1.0,0.00037913665168174185,1.1874158718378982e-05,0.00010832475762335481,0.00027081189405838704,8.526872340161762e-06
119,foaadnami,0.0,1,0.0,0.0,5.416237881167741e-05,8.170670617380393e-06,5.416237881167741e-05,0.0,8.76038556940863e-06
120,MEP0981,0.0,1,0.0,0.0,5.416237881167741e-05,4.959673401251467e-06,5.416237881167741e-05,0.0,8.514817741312019e-06
121,silentroach,8.042568165549879e-05,1,0.36664425016812374,0.5,0.00043329903049341926,0.0002240484996216573,0.00021664951524670963,0.00021664951524670963,3.589372395130512e-05
122,felipealfonsog,0.0,0,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
123,phanizv,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
124,hhugo,3.998663325767319e-05,1,0.32741598404958083,0.6,0.00037913665168174185,3.845718229598897e-05,0.00032497427287006444,5.416237881167741e-05,1.8530343595995725e-05
125,kylo5aby,0.00022255081910177844,1,0.41501735582485844,0.37092731829573933,0.004441315062557547,0.0024804827238229807,0.0014082218491036126,0.003033093213453935,5.765716503986618e-05
126,DanielBelz1997,5.828727907233907e-08,1,0.3227104839473435,0.0,0.00016248713643503222,7.717786602425337e-06,5.416237881167741e-05,0.00010832475762335481,8.665246976293952e-06
127,kamyarghajar,0.0,1,0.0,0.3,0.00027081189405838704,3.7556269987486805e-05,0.00027081189405838704,0.0,1.6555319353585124e-05
128,gultyayev,0.0,1,0.0,0.14285714285714285,0.00037913665168174185,2.4857723464056284e-05,0.00037913665168174185,0.0,3.6792442443971843e-05
129,anmolji755w,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
130,firecraftgaming,0.0,1,0.36052478442575253,1.0,0.00048746140930509667,7.032716597816933e-05,5.416237881167741e-05,0.00043329903049341926,8.752586389715397e-06
131,kmccmk9,0.0,1,0.39459209078802615,1.0,0.0005957861669284515,3.383036429391648e-05,0.00021664951524670963,0.00037913665168174185,9.191707835642375e-06
132,tomsoderlund,0.0,0,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
133,mn4367,0.0,1,0.0,0.0,5.416237881167741e-05,7.715543750468422e-05,5.416237881167741e-05,0.0,9.522416068981988e-06
134,joshkel,9.609031948310985e-08,1,0.3530630747312524,0.8333333333333334,0.0005957861669284515,7.381536938316011e-05,0.00016248713643503222,0.00043329903049341926,9.306233202795142e-06
135,Jeyanthinath,2.1543084960051346e-08,1,0.40452306048554637,0.9523809523809523,0.0012998970914802578,9.984831586501226e-05,0.00048746140930509667,0.0008124356821751611,1.607630920323311e-05
136,x343734282,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
137,DavidsonOtobo,0.0,1,0.0,0.0,5.416237881167741e-05,7.049721049605628e-06,5.416237881167741e-05,0.0,8.388057445865125e-06
138,JonasUnderscore,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
139,Mirodil,0.0,1,0.27527363786905773,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
140,aruneshchandra,6.442611848722803e-05,1,0.3581752246807169,0.6444444444444445,0.0009749228186101933,7.56059428556747e-06,0.00043329903049341926,0.0005416237881167741,1.8662314457248504e-05
141,jorydotcom,0.0,1,1.0,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
142,pkiddie,0.0,1,0.3467840423366578,1.0,0.00021664951524670963,2.4796891714343757e-05,0.00010832475762335481,0.00010832475762335481,9.07340322334457e-06
143,ArnoldZokas,9.272742060732911e-07,1,0.397028837751238,0.8333333333333334,0.0010290851974218708,0.00010612258918001459,0.00037913665168174185,0.0006499485457401289,1.1160024863308037e-05
144,jharrilim,0.0,1,0.0,1.0,0.00010832475762335481,2.7134246579023592e-05,0.00010832475762335481,0.0,8.708650639216209e-06
145,kfranqueiro,2.422866475922919e-07,1,1.0,0.2,0.00032497427287006444,2.1637869501113596e-05,0.00021664951524670963,0.00010832475762335481,1.3045647729894587e-05
146,arendjr,0.0,1,0.0,1.0,0.00010832475762335481,3.190113254240733e-05,0.00010832475762335481,0.0,1.051763743862297e-05
147,yanite,0.0,1,0.2698139350752177,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
148,darkk,0.0,1,0.0,0.3333333333333333,0.00021664951524670963,3.147897672068043e-05,0.00021664951524670963,0.0,1.5933445867160797e-05
149,kevinburkeotto,0.0,1,0.0,1.0,0.00010832475762335481,1.5473933354600773e-05,0.00010832475762335481,0.0,8.512488303845049e-06
150,joacub,0.0,1,0.0,1.0,0.00016248713643503222,8.189874271403443e-05,0.00016248713643503222,0.0,1.0145613231980154e-05
151,kitsunde,0.0,1,0.0,0.0,5.416237881167741e-05,4.13402272719199e-06,5.416237881167741e-05,0.0,9.19291109956065e-06
152,markbjerke,0.0,1,0.0,0.1,0.00027081189405838704,8.262818872634463e-06,0.00027081189405838704,0.0,3.020954858193746e-05
153,bencripps,0.0,1,0.37439912099986267,1.0,0.00027081189405838704,0.00011023736865275242,5.416237881167741e-05,0.00021664951524670963,9.656728416545865e-06
154,hyades,0.0,1,0.36369943430462165,1.0,0.00048746140930509667,1.6069868754707724e-05,0.00016248713643503222,0.00032497427287006444,1.0454466929258803e-05
155,simlu,2.8732039314263707e-07,1,0.35361266052665713,0.3333333333333333,0.00027081189405838704,2.7990607451211536e-05,5.416237881167741e-05,0.00021664951524670963,8.74241672847582e-06
156,mkopinsky,0.0,1,0.23439488255322075,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
157,dvirtz,0.0,1,0.0,0.0,5.416237881167741e-05,1.5562711343028455e-05,5.416237881167741e-05,0.0,8.630847365105992e-06
158,frederi-co,0.0,1,0.0,0.3333333333333333,0.00032497427287006444,1.638020866801811e-05,0.00032497427287006444,0.0,2.9612860172012245e-05
159,lholmquist,6.875152234046941e-05,1,0.4367190003204101,0.7894736842105263,0.003466392243947354,0.002018977953913688,0.0017873585007853545,0.0016790337431619997,6.43318133892323e-05
160,wu-jingtao,0.0,1,0.0,0.3333333333333333,0.00016248713643503222,2.0884221302363823e-05,0.00016248713643503222,0.0,1.5609745425874116e-05
161,jasperdunn,0.0,1,0.33830537079320955,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
162,bashanam,0.0,1,0.2835361414456578,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
163,gtzinos,0.0,1,0.6666666666666666,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
164,iknoom,1.5998921830913046e-07,1,0.3925917391554813,0.8416666666666667,0.0011374099550452257,0.0013650453171164044,0.00027081189405838704,0.0008665980609868385,2.3862688457519485e-05
165,wmo123,0.0,1,0.0,1.0,0.00010832475762335481,3.4757290668115546e-05,0.00010832475762335481,0.0,8.989574750436903e-06
166,ChuanfengLai,0.0,1,0.0,0.0,5.416237881167741e-05,4.771071210693125e-06,5.416237881167741e-05,0.0,9.01120835870439e-06
167,auxfix,0.0,1,0.32640501903690045,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
168,Yi-love,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
169,bertalanimre,0.0,1,0.0,1.0,0.00021664951524670963,4.318592608877303e-05,0.00021664951524670963,0.0,9.363905564092307e-06
170,RyanZim,8.155742084012608e-08,1,0.35653561432420416,0.6071428571428571,0.0006499485457401289,8.596704875980292e-05,0.00021664951524670963,0.00043329903049341926,1.356394420660371e-05
171,kitaro97,0.0,1,0.0,1.0,0.00016248713643503222,2.502177726798629e-05,0.00016248713643503222,0.0,9.172650143047393e-06
172,sheerun,8.158964724785623e-05,1,0.34837951129741335,0.47619047619047616,0.0008665980609868385,0.00019598741235158255,0.0007582733033634837,0.00010832475762335481,4.544187268222365e-05
173,aight8,0.0,1,0.0,1.0,0.00021664951524670963,0.00020212948873254944,0.00021664951524670963,0.0,1.7177109051594755e-05
174,Malwinderkaur,0.0,1,0.0,0.0,5.416237881167741e-05,5.767788127255394e-06,5.416237881167741e-05,0.0,8.418814763640875e-06
175,Ram1607,0.0,1,0.3711065127423219,1.0,0.00043329903049341926,6.868603663461713e-05,0.00021664951524670963,0.00021664951524670963,9.500291182131047e-06
176,dyatlov,0.00010502659849447903,1,0.3640005341167045,0.4666666666666667,0.0006499485457401289,0.00017648233321801383,0.00032497427287006444,0.00032497427287006444,3.015216405027419e-05
177,cateradmin,0.0,1,0.0,0.0,0.00010832475762335481,7.049721049605628e-06,0.00010832475762335481,0.0,1.52933867352932e-05
178,flensrocker,0.0,1,0.0,0.0,0.00010832475762335481,1.7599238182237817e-05,0.00010832475762335481,0.0,1.5401053407868406e-05
179,chexmixbbq,1.7539321152668175e-08,1,0.3678812415654521,0.9333333333333333,0.00043329903049341926,0.0004111830287863344,0.00021664951524670963,0.00021664951524670963,1.496662793406715e-05
180,syberkitten,0.0,1,0.0,0.0,5.416237881167741e-05,1.8508314819750292e-05,5.416237881167741e-05,0.0,8.479611632023733e-06
181,devnimahinsa2-cmyk,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06
182,remojansen,0.0,1,0.0,0.0,5.416237881167741e-05,1.8508314819750292e-05,5.416237881167741e-05,0.0,8.479611632023733e-06
183,blakeembrey,0.00020801950497738685,1,0.4177777777777778,0.5751633986928104,0.0016790337431619997,0.00029583840470618223,0.0009207604397985159,0.0007582733033634837,4.867428294028662e-05
184,nileshsheth,0.0,1,0.3483694540993662,0.0,5.416237881167741e-05,0.0,0.0,5.416237881167741e-05,8.123916811091856e-06
185,thomasthiebaud,0.0,1,0.0,1.0,0.00010832475762335481,1.365058946346776e-05,0.00010832475762335481,0.0,8.763452868716461e-06
186,YaIWon,0.0,1,0.3656704405215432,1.0,0.00021664951524670963,5.091177851090644e-05,0.00010832475762335481,0.00010832475762335481,8.657224686897057e-06
187,jamen,1.6177278549762356e-07,1,0.3753580083718881,0.8055555555555556,0.0007041109245518063,0.00013853264357034266,0.00027081189405838704,0.00043329903049341926,1.2642217569861521e-05
