Id,Label,Weight
398,qstrahl,1.0
399,jakubclark,1.0
400,codecov,1.0
401,mrjones2014,1.0
402,rahulrajpl,1.0
403,codecov-io,1.0
404,Prachitbooks,1.0
405,luckman212,1.0
406,Nemo157,1.0
407,younes-io,1.0
408,twm,1.0
409,egvimo,1.0
410,benediktms,1.0
411,koppor,1.0
412,SlapBot,1.0
413,JenuelDev,1.0
414,jRimbault,1.0
415,adamshaylor,1.0
416,WinteryFox,1.0
417,RaitoBezarius,1.0
418,gitpushforcemain,1.0
419,xinxilas,1.0
420,bjornfor,1.0
421,SichangHe,1.0
422,amangalampalli,1.0
423,The-personified-devil,1.0
424,tombh,1.0
425,cgzones,1.0
426,jaudiger,1.0
427,felipesere,1.0
428,ps173,1.0
429,MarcoVitangeli,1.0
430,ccmywish,1.0
431,TrickyPi,1.0
432,jwezel,1.0
433,endrebak,1.0
434,bhearsum,1.0
435,eggbean,1.0
436,aspieln3r,1.0
437,dmi-dmi-dmi,1.0
438,Xiyuer2198,1.0
439,selfagency,1.0
440,ThomasAdam,1.0
441,gnachman,1.0
442,jonathan-buhler,1.0
443,whosethink,1.0
444,sherif-fanous,1.0
445,kuro337,1.0
446,rlanore,1.0
447,ealap,1.0
448,janrito,1.0
449,willdoescode,1.0
450,vv9k,1.0
451,JanPokorny,1.0
452,YangWiz,1.0
453,Perniciosius,1.0
454,oteku,1.0
455,NelsonMinar,1.0
456,Isokaeder,1.0
457,AtomAlpaca,1.0
458,MohamedIrfanAM,1.0
459,CoelacanthusHex,1.0
460,Josh-Jo1,1.0
461,cupen,1.0
462,Daniel15,1.0
463,TeddyHuang-00,1.0
464,cmdaltent,1.0
465,alerque,1.0
466,ya2s,1.0
467,taranlu-houzz,1.0
468,knutwalker,1.0
469,keysmashes,1.0
470,mylo17,1.0
471,Mgldvd,1.0
472,bestouff,1.0
473,fangykai,1.0
474,jguhlin,1.0
475,derekacosta,1.0
476,MithicSpirit,1.0
477,brlin-tw,1.0
478,Grubba27,1.0
479,williamwebb,1.0
480,TechWiz-3,1.0
481,samuela,1.0
482,marlonrichert,1.0
483,michidk,1.0
484,Shan-KulK,1.0
485,sylvainmetayer,1.0
486,jameschensmith,1.0
487,aarondill,1.0
488,AaronW-BE,1.0
489,Jasha10,1.0
490,tlerbao,1.0
491,daniel-white,1.0
492,dmedinag,1.0
493,rkucsora,1.0
494,Huhni,1.0
495,Tarang,1.0
496,pikeas,1.0
497,thenorili,1.0
498,tchajed,1.0
499,chriskacerguis,1.0
500,hyunsooda,1.0
501,briandipalma,1.0
502,swpalmer,1.0
503,ksqsf,1.0
504,nalmeida,1.0
505,dunmatt,1.0
506,nimishbongale,1.0
507,palotasb,1.0
508,hood,1.0
509,xudyang1,1.0
510,timhughes,1.0
511,foriequal0,1.0
512,mikan-megane,1.0
513,hmenke,1.0
514,ExpandingMan,1.0
515,VulumeCode,1.0
516,hoop33,1.0
517,microlith57,1.0
518,VincentHardouin,1.0
519,tomasaschan,1.0
520,cardin,1.0
521,syphar,1.0
522,misobarisic,1.0
523,oaksisfolks,1.0
524,geri1701,1.0
525,esarella,1.0
526,NoraCodes,1.0
527,doublevcodes,1.0
528,Warfenix,1.0
529,nisarhassan12,1.0
530,skyline75489,1.0
531,nikolay,1.0
532,davidkvc,1.0
533,schrej,1.0
534,khubo,1.0
535,AndrewGuenther,1.0
536,grimm26,1.0
537,nubunto,1.0
538,TheRealLorenz,1.0
539,jchook,1.0
540,goggle,1.0
541,Dentrax,1.0
542,harrysarson,1.0
543,LawsonJohnson,1.0
544,marc0der,1.0
545,SCWR,1.0
546,edubxb,1.0
547,florianb,1.0
548,shakilbd009,1.0
549,Integralist,1.0
550,hongquan,1.0
551,Grafikart,1.0
552,whi-tw,1.0
553,tricktron,1.0
554,pyxelr,1.0
555,mentalblock,1.0
556,nikoheikkila,1.0
557,nunesgh,1.0
558,simonrouse9461,1.0
559,nirvdrum,1.0
560,P4nda0s,1.0
561,carljohnson93,1.0
562,drmikecrowe,1.0
563,lubaroli,1.0
564,TarunavBA,1.0
565,DanScharon,1.0
566,haraldh,1.0
567,raccog,1.0
568,ralyodio,1.0
569,steve-sv,1.0
570,HymanZHAN,1.0
571,tarsiec,1.0
572,Certifieddonnie,1.0
573,jrop,1.0
574,spf13,1.0
575,libesz,1.0
576,InNoobWeTrust,1.0
577,Dietr1ch,1.0
578,chrisgrieser,1.0
579,Lutitious,1.0
580,Bhupesh-V,1.0
581,chenyanchen,1.0
582,moonwitch,1.0
583,jacksonzamorano,1.0
584,Micha-Btz,1.0
585,fold-squirrel,1.0
586,hemna,1.0
587,arthurzenika,1.0
588,wilbeibi,1.0
589,wbrickner,1.0
590,Yura52,1.0
591,rich1e,1.0
592,liblaf,1.0
593,Aelnor,1.0
594,chrisgzf,1.0
595,joedborg,1.0
596,devzbysiu,1.0
597,dmccaffery,1.0
598,quickstar,1.0
599,andreiborisov,1.0
600,Indyandie,1.0
601,EvgenyOrekhov,1.0
602,noib3,1.0
603,marier-nico,1.0
604,ma3yta,1.0
605,mngshm,1.0
606,mika-fischer,1.0
607,KanchiShimono,1.0
608,alago1,1.0
609,Infinidoge,1.0
610,mdryden,1.0
611,Dr-ZeeD,1.0
612,unphased,1.0
613,talios,1.0
614,jugmac00,1.0
615,marthox,1.0
616,ubuntupunk,1.0
617,Jiyuu,1.0
618,martensjostrand,1.0
619,mcfedr,1.0
620,lousyd,1.0
621,PaulSayantan,1.0
622,jan-di,1.0
623,johnjohndoe,1.0
624,MunifTanjim,1.0
625,pawroman,1.0
626,drrlvn,1.0
627,ThatRendle,1.0
628,twpol,1.0
629,WhyNotHugo,1.0
630,fadeevab,1.0
631,dereckson,1.0
632,ananas-dev,1.0
633,fgsch,1.0
634,mohityadav7,1.0
635,gvelchuru,1.0
636,vsviridov,1.0
637,jamesainslie,1.0
638,amyspark,1.0
639,underrun,1.0
640,a-hat,1.0
641,joliss,1.0
642,yujqiao,1.0
643,samwho,1.0
644,SethGower,1.0
645,trajano,1.0
646,acornejo,1.0
647,botsunny,1.0
648,JamesMConroy,1.0
649,marcoieni,1.0
650,sophiajt,1.0
651,billrisher,1.0
652,max-sixty,1.0
653,jns4u,1.0
654,lilymara-onesignal,1.0
655,scott-maddox,1.0
656,derekwood08,1.0
657,AaronFriel,1.0
658,EMayej,1.0
659,Stupremee,1.0
660,vikas027,1.0
661,expnn,1.0
662,grumble0,1.0
663,erickhavel,1.0
664,frenkel,1.0
665,crisgarner,1.0
666,EvilSeal1980,1.0
667,knkski,1.0
668,slavox,1.0
669,make-github-pseudonymous-again,1.0
670,hezhizhen,1.0
671,RoyRao2333,1.0
672,joeky888,1.0
673,tyilo,1.0
674,AlexCzar,1.0
675,gabrielvictorcf,1.0
676,socketbox,1.0
677,NightMachinery,1.0
678,rashil2000,1.0
679,mthmulders,1.0
680,Leonardo-Gerling,1.0
681,PatrickChoDev,1.0
682,clmay,1.0
683,eriol,1.0
684,derethil,1.0
685,kylesferrazza,1.0
686,niscolas,1.0
687,mah-shee,1.0
688,BogSala,1.0
689,iwahbe,1.0
690,patriksvensson,1.0
691,Zegnat,1.0
692,mazzy89,1.0
693,weihanglo,1.0
694,hkmatsumoto,1.0
695,att55,1.0
696,fsommar,1.0
697,jerbaroo,1.0
698,sanmue,1.0
699,Daniel-Escamilla,1.0
700,dzuelke,1.0
701,vsnthdev,1.0
702,vitallium,1.0
703,jasikpark,1.0
704,vigna,1.0
705,donifer,1.0
706,brunobord,1.0
707,cryptiklemur,1.0
708,khuongduybui,1.0
709,christoph-blessing,1.0
710,jeevcat,1.0
711,hdevalke,1.0
712,0xinhua,1.0
713,erikhuizinga,1.0
714,phiresky,1.0
715,johnletey,1.0
716,nagisa,1.0
717,scarvalhojr,1.0
718,securisec,1.0
719,ethanquix,1.0
720,egh,1.0
721,xatier,1.0
722,svartalf,1.0
723,nikmennega,1.0
724,justaskz,1.0
725,rbpatt2019,1.0
726,Jason-S-Ross,1.0
727,unhappychoice,1.0
728,jasongaare,1.0
729,freelock,1.0
730,jsvensson,1.0
731,lht,1.0
732,Autumnal-Joy,1.0
733,rothgar,1.0
734,Dalmater,1.0
735,bartkummel,1.0
736,adhaamehab,1.0
737,Long-Tu,1.0
738,NeevChandiramani,1.0
739,erikphansen,1.0
740,spkane,1.0
741,nexxai,1.0
742,TheJiahao,1.0
743,cbolgiano,1.0
744,rosowskimik,1.0
745,osenvosem,1.0
746,rollcat,1.0
747,weidenka,1.0
748,Aerogaming92,1.0
749,dinhani,1.0
750,SamirTalwar,1.0
751,boozook,1.0
752,woelfman,1.0
753,tkintscher,1.0
754,markatto,1.0
755,aryaag,1.0
756,affanshahid,1.0
757,beanieboi,1.0
758,bmwiedemann,1.0
759,vandrw,1.0
760,Fuzzy-Math,1.0
761,wahtique,1.0
762,fpiem,1.0
763,clbx,1.0
764,tttanikawa,1.0
765,ethnt,1.0
766,anishkumar127,1.0
767,necrose99,1.0
768,bergercookie,1.0
769,cdaringe,1.0
770,lucasmarinb,1.0
771,kesyog,1.0
772,gmariotti,1.0
773,mmng-a,1.0
774,jpiggg,1.0
775,jonathf,1.0
776,hugh-fox,1.0
777,dpgeekzero,1.0
778,rpdelaney,1.0
779,owais,1.0
780,Will-W,1.0
781,lewisacidic,1.0
782,nwaywood,1.0
783,MDUK0001,1.0
784,trim21,1.0
785,nataziel,1.0
786,yoursvivek,1.0
787,lucasjinreal,1.0
788,Anomalocaridid,1.0
789,nicoe,1.0
790,makampf,1.0
791,antoniovuono,1.0
792,jgoday,1.0
793,hbina,1.0
794,oblivikun,1.0
795,camflan,1.0
796,bhachech,1.0
797,matthiaskrgr,1.0
798,halcwb,1.0
799,alexfertel,1.0
800,Kwelity,1.0
801,jonndailey,1.0
802,youssef-mostafa1,1.0
803,makerio90,1.0
804,evilbulgarian,1.0
805,AaronM04,1.0
806,brian-arms,1.0
807,gotounix,1.0
808,mmatthews06,1.0
809,Calange,1.0
810,jeremyschlatter,1.0
811,nibon7,1.0
812,IsaacHorvath,1.0
813,JustinGrote,1.0
814,sagittarius-a,1.0
815,02strich,1.0
816,nurse-the-code,1.0
817,nathanscain,1.0
818,dnet890,1.0
819,M1cha,1.0
820,sandalbanditten,1.0
821,yamabiiko,1.0
822,nikelborm,1.0
823,edufcarvalho,1.0
824,AkiaCode,1.0
825,simao,1.0
826,giard-alexandre,1.0
827,olets,1.0
828,TyPR124,1.0
829,Anthuang,1.0
830,piksel,1.0
831,devraymondsh,1.0
832,arnimattr,1.0
833,dgengtek,1.0
834,laxtiz,1.0
835,wilhelmeek,1.0
836,mdonoughe,1.0
837,yangsheng6810,1.0
838,emanueleaina,1.0
839,dimdin,1.0
840,malikoth,1.0
841,homburg,1.0
842,fennewald,1.0
843,mikkelhegn,1.0
844,anki-code,1.0
845,SimonTheLeg,1.0
846,carols10cents,1.0
847,elkarouh,1.0
848,Andree37,1.0
849,raffaem,1.0
850,patrick330602,1.0
851,onnyyonn,1.0
852,adaschevici,1.0
853,micky2be,1.0
854,cynicsketch,1.0
855,gsacre,1.0
856,mbologna,1.0
857,cortinico,1.0
858,dulltz,1.0
859,cassis163,1.0
860,brandonkal,1.0
861,clementd64,1.0
862,tarka,1.0
863,shafschwd,1.0
864,Dav1dde,1.0
865,BGOPC,1.0
866,wangl-cc,1.0
867,sngo666,1.0
868,rbren,1.0
869,jsnelgro,1.0
870,romabysen,1.0
871,ananta,1.0
872,sokai,1.0
873,ckt114,1.0
874,lotfollah,1.0
875,huonw,1.0
876,mchaput,1.0
877,hunterliao29,1.0
878,tomocrafter,1.0
879,bhagatparwinder,1.0
880,nadavf24,1.0
881,SystematicError,1.0
882,c0rner,1.0
883,xty,1.0
884,ghostsquad,1.0
885,Kissaki,1.0
886,devmatteini,1.0
887,delafthi,1.0
888,arawnx,1.0
889,yozhgoor,1.0
890,Sciencentistguy,1.0
891,sander2,1.0
892,Dich0tomy,1.0
893,emattiza,1.0
894,marcybelardo,1.0
895,deadcoder0904,1.0
896,prashaathr,1.0
897,moritzreiter,1.0
898,TsekNet,1.0
899,cmarqu,1.0
900,dawidd6,1.0
901,ianfabs,1.0
902,Mekk,1.0
903,felipeqq2,1.0
904,mms-pl,1.0
905,shinokada,1.0
906,Ramiellll,1.0
907,whateverforever,1.0
908,hirak1984,1.0
909,DavidSSL,1.0
910,hrqmonteiro,1.0
911,kensasongko,1.0
912,vuki656,1.0
913,danieleades,1.0
914,nobv,1.0
915,jnunderwood,1.0
916,crdnb,1.0
917,jkp,1.0
918,realguse,1.0
919,cutwater,1.0
920,jimblue,1.0
921,st1020,1.0
922,Ben-PH,1.0
923,Br1ght0ne,1.0
924,TDH55,1.0
925,wardy3,1.0
926,arjpeg,1.0
927,toti1212,1.0
928,mmj2023,1.0
929,chadcatlett,1.0
930,kevinkirkup,1.0
931,AnishDe12020,1.0
932,pe,1.0
933,lebensterben,1.0
934,anthonyma94,1.0
935,mredaelli,1.0
936,liferooter,1.0
937,aw1cks,1.0
938,TitanNano,1.0
939,kblissett,1.0
940,marsam,1.0
941,caffeineflo,1.0
942,gimler,1.0
943,sanders41,1.0
944,Absolucy,1.0
945,Snimm,1.0
946,LionC,1.0
947,Guergeiro,1.0
948,IslandUsurper,1.0
949,eyalch,1.0
950,akinomyoga,1.0
951,hpwxf,1.0
952,adamchainz,1.0
953,g5becks,1.0
954,e-khurmamatov,1.0
